,BLOCK,LOT,CD,CT2010,CB2010,ZipCode,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,LotType,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,Tract2010,XCoord,YCoord,SHAPE_Leng,SHAPE_Area
118,76,8,101,15.02,2001,10038,5,5815,21200,21200,0,21200,0,0,0,0,0,1,4,0,1,50.25,164.58,50,138,4,454500,1143000,0,0,1946,0,0,3.65,10,10,10,1,1502,982743,197371,419.9698959,6220.194288
119,76,28,101,15.02,2000,10038,5,4897,14691,14691,0,0,4848,0,0,0,9843,1,3,0,6,68.83,76.58,69,76,3,576000,1345500,0,0,1900,0,0,3,10,10,10,1,1502,982712,197540,289.8286844,5234.574333
120,77,1,101,15.02,1004,10038,4,12180,160000,12600,147400,0,600,12000,0,0,0,1,14,160,163,68.33,151.67,65,156,3,4545000,13856850,0,0,1926,2000,0,13.14,10,10,10,1,1502,982468,197413,500.247557,12227.10113
121,77,8,101,15.02,1004,10038,5,32511,788241,788241,0,767504,20737,0,0,0,0,1,31,0,1,188.25,173.42,188.25,173.42,3,14490000,56793150,0,2217600,1956,2011,2003,24.25,10,10,10,1,1502,982380,197502,754.4596625,33596.03315
122,77,15,101,15.02,1004,10038,5,12032,107124,107124,0,100124,7000,0,0,0,0,1,12,1,15,74,165,74,164,5,2745000,7585200,0,0,1918,2004,1986,8.9,10,10,10,1,1502,982461,197614,483.1546627,12429.24212
123,77,18,101,15.02,1004,10038,3,2609,12500,2500,10000,0,2500,0,0,0,0,1,6,10,11,25.92,100.5,25,100,5,234900,475650,0,0,1900,1990,0,4.79,10,10,10,1,1502,982465,197672,257.3649269,2683.183873
124,78,1,101,15.02,1003,10038,4,3718,76988,20250,56738,17500,800,0,0,0,1950,1,16,30,32,81.83,45.83,81,46,3,850500,4736250,0,262942,1905,1990,2001,20.71,10,10,10,1,1502,982390,197757,259.2083311,3877.523991
125,78,40,101,15.02,1002,10038,4,854,4140,850,3290,0,850,0,0,0,0,1,5,2,3,16.58,51.75,19,52,5,195804,257258,0,0,1910,2004,2004,4.85,10,15,15,1,1502,982077,197925,139.0667376,881.9311369
126,78,41,101,15.02,1002,10038,5,847,1600,1600,0,0,1600,0,0,0,0,1,2,0,2,16.58,51.5,17,52,5,132750,334800,0,0,1940,0,0,1.89,10,15,15,1,1502,982087,197939,139.0715691,881.9685477
127,79,2,101,15.02,1000,10038,4,2748,12108,12108,0,0,6054,0,0,0,6054,1,5,0,1,25.08,111.08,25,108,5,616500,1008450,0,0,1910,1968,0,4.41,10,15,15,1,1502,981987,197995,276.0661079,2778.95646
128,79,3,101,15.02,1000,10038,4,2714,10470,10470,0,0,5000,0,5470,0,0,1,3,0,2,25,108,25,110,5,450000,1158300,0,0,1924,0,0,3.86,10,15,15,1,1502,981972,197974,275.9928882,2881.994521
129,79,4,101,15.02,1000,10038,4,5320,30400,5000,25400,0,5000,0,0,0,0,1,6,41,43,51,108,51,108,5,891000,3067650,0,137055,1987,1988,2002,5.71,10,15,15,1,1502,981951,197943,318.7206606,5383.380863
130,79,6,101,15.02,1000,10038,4,5240,18526,5000,13526,0,5000,0,0,0,0,1,4,18,22,51.67,106,51.67,98,5,904500,2170800,0,109982,1900,1989,2002,3.54,10,15,15,1,1502,981923,197902,321.2384921,5634.294109
131,79,25,101,15.02,1000,10038,4,3003,8071,8071,0,0,2079,0,5992,0,0,1,3,0,3,28.17,107.08,28.17,107.08,5,540000,880200,0,0,1909,0,0,2.69,10,15,15,1,1502,981871,198088,275.3355729,2948.637061
132,79,26,101,15.02,1000,10038,3,2898,13194,2600,10594,0,2600,0,0,0,0,1,6,5,6,27,107.42,27,107,5,258579,819771,0,0,1909,1988,2011,4.55,10,15,15,1,1502,981893,198073,277.1146099,3047.480529
133,80,1,101,13,1008,10007,5,36775,1052861,1052861,0,1049861,3000,0,0,0,0,1,29,0,1,154.25,275.58,6414.25,275.58,3,12420000,72900000,0,17347000,1916,1985,2005,28.63,10,15,15,1,13,981543,198259,871.6113765,38137.73745
134,88,2,101,21,1011,10007,5,7583,30000,30000,0,22500,0,0,7500,0,0,1,4,0,4,75.08,101.33,75,99,5,675000,2800350,0,0,1929,0,0,3.96,10,15,15,1,21,981694,198647,361.0950733,7913.988607
135,88,10,101,21,1011,10007,5,3949,71959,71959,0,68163,3796,0,0,0,0,1,18,0,16,52.42,75,52,73,3,783000,5750100,0,0,1911,0,0,18.22,10,15,15,1,21,981527,198733,263.329766,4156.149053
136,88,14,101,21,1011,10007,3,10077,531000,31000,500000,3000,0,16000,0,0,12000,1,59,396,402,100,100.83,150,62,5,1876500,60272550,634500,59030550,2006,0,0,52.69,10,15,15,1,21,981715,198757,511.0730174,15745.48665
137,89,2,101,15.01,1005,10038,4,1863,10961,7626,3335,0,7626,0,0,0,0,1,6,2,6,25.5,76.33,26,75,5,314100,1376550,0,0,1960,1989,2009,5.88,10,15,15,1,1501,982055,198141,211.3262121,2031.301713
138,89,3,101,15.01,1005,10038,4,6067,17664,17664,0,0,5888,0,0,0,11776,1,3,0,3,45.92,130,46,130,4,945000,2008800,0,0,1900,0,0,2.91,10,15,15,1,1501,982042,198180,348.968241,5632.003066
139,89,12,101,15.01,1005,10038,5,33340,756138,756138,0,726138,30000,0,0,0,0,1,31,0,0,117.92,237,140,228,3,20250000,60347250,0,8070750,1961,2013,0,22.68,10,15,15,1,1501,981924,198266,763.5684956,35068.61948
140,90,1,101,15.01,1004,10038,5,5672,42200,42200,0,0,42200,0,0,0,0,1,6,0,1,40.17,62,0,0,3,1237500,3919500,0,0,2001,0,0,7.44,10,15,15,1,1501,981998,198377,377.795442,6523.193468
141,90,11,101,15.01,1004,10038,4,4670,28127,28127,0,0,14064,0,14063,0,0,1,5,0,1,48.33,107.75,48.33,107.75,4,900000,2243250,0,0,1909,1950,0,6.02,10,15,15,1,1501,982247,198452,307.4485099,4955.907961
142,90,13,101,15.01,1004,10038,5,2970,17862,17862,0,13487,4375,0,0,0,0,1,6,0,26,35.25,53.67,35,75,3,317700,882450,0,0,1900,1987,0,6.01,10,15,15,1,1501,982311,198488,245.3979025,3521.706432
143,90,14,101,15.01,1006,10038,5,14937,0,0,0,0,0,0,0,0,0,3,10,0,1,100.92,146.08,100,146,3,1543050,2510550,0,0,1900,1990,2013,0,10,15,15,1,1501,982338,198383,513.7112689,15924.13045
144,90,17,101,15.01,1006,10038,4,9317,182499,35000,147499,30000,5000,0,0,0,0,1,30,168,169,123.75,102.5,74,0,3,2687400,13425750,0,9513718,2012,0,0,19.59,10,15,15,1,1501,982207,198268,456.9226365,9530.285818
145,91,11,101,15.01,1015,10038,5,2954,5908,5908,0,0,5908,0,0,0,0,1,2,0,2,25,118.92,25,119,4,315000,959400,0,0,1900,0,0,2,10,10,10,1,1501,982264,198027,304.2034628,3239.316421
146,91,13,101,15.01,1015,10038,5,8830,38320,38320,0,29520,8800,0,0,0,0,1,4,0,6,117.75,74.17,118,74,3,1485000,4986000,1217700,4088520,1929,1963,0,4.34,10,15,15,1,1501,982201,198068,405.7326569,9614.242288
147,92,5,101,15.01,1007,10038,5,10586,177433,177433,0,177433,0,0,0,0,0,1,22,0,15,82.83,118.67,83,119,3,5400000,17407800,0,0,1951,2009,0,16.76,10,10,10,1,1501,982534,198011,454.4495457,10854.46085
148,92,13,101,15.01,1007,10038,4,1429,4862,1862,3000,0,1862,0,0,0,0,1,4,3,4,19,77.25,19,77,5,102600,411300,0,0,1920,0,0,3.4,10,10,10,1,1501,982430,198071,196.1905992,1550.542123
149,92,23,101,15.01,1007,10038,5,1502,1435,1435,0,0,1435,0,0,0,0,1,2,0,1,42.5,40.75,43,40,3,199800,220500,0,0,1900,0,0,0.96,10,15,15,1,1501,982258,198165,168.3748884,1702.936747
150,92,26,101,15.01,1007,10038,4,1440,5832,1715,4117,0,1715,0,0,0,0,1,5,2,4,18.92,81.58,19,82,5,197550,488700,0,0,1900,0,0,4.05,10,15,15,1,1501,982348,198222,201.5829472,1487.442961
151,93,25,101,15.01,1013,10038,6,2310,13840,8304,5536,3704,4600,0,0,0,0,1,5,0,2,26,66.83,26,67,5,197550,1127700,0,0,1900,1988,0,5.99,10,10,10,1,1501,982720,198005,231.5497435,2269.237983
152,93,28,101,15.01,1013,10038,4,2160,10818,2000,8818,0,2000,0,0,0,0,1,5,8,9,23.67,109.83,23.67,109.83,5,107690,321310,0,0,1900,1976,0,5.01,10,10,10,1,1501,982710,197954,269.464701,2685.448025
153,94,1,101,15.01,2003,10038,3,357935,2075590,173097,1902493,5680,10000,52120,0,0,0,9,6,1641,1653,610.25,237,210,45,5,33164550,58890600,33164550,58890600,1971,0,0,5.8,6.02,0,6.5,1,1501,983250,197676,2795.754936,320912.1982
154,95,27,101,15.01,3017,10038,3,41293,208576,0,208576,0,0,0,0,0,0,1,20,251,251,186.08,205.83,204.82,182,3,4770000,13700700,4770000,13700700,1981,0,0,5.05,10,10,10,1,1501,983105,197266,1050.574658,41338.26721
155,97,2,101,15.01,3006,10038,3,2748,13000,2000,11000,0,2000,0,0,0,0,1,5,9,10,37,73.83,37,74,5,249761,561553,2350,2350,1900,0,0,4.73,6.02,6,6.5,1,1501,983766,196955,231.0443408,2956.0946
156,97,6,101,15.01,3006,10038,6,1271,2535,2535,0,0,0,0,2535,0,0,1,2,0,2,16.75,79.17,17,79,5,99900,138150,0,0,1900,1988,0,1.99,6.02,6,6.5,1,1501,983702,196910,196.2750901,1292.549592
157,97,8,101,15.01,3006,10038,6,1314,4856,4856,0,0,0,0,4856,0,0,1,4.5,0,2,16.75,81,17,82,5,108450,126630,0,0,1940,0,0,3.7,6.02,6,6.5,1,1501,983675,196891,202.8836305,1439.541565
158,97,10,101,15.01,3006,10038,6,5105,22236,22236,0,0,0,0,9254,0,0,1,4,0,4,75.03,90.39,25,81,3,459900,530640,0,0,1900,0,0,4.36,6.02,6,6.5,1,1501,983625,196854,341.5926222,5630.00172
159,97,32,101,15.01,3012,10038,4,2550,14261,2300,11961,0,2300,0,0,0,0,1,6,9,10,25.1,101.75,25,101,3,1066939,2309655,878119,2120835,2004,0,0,5.59,6.02,6,6.5,1,1501,983712,197172,249.1855545,2398.296601
160,97,33,101,15.01,3014,10038,2,2718,9826,0,9826,0,0,0,0,0,0,1,4,8,8,36.67,73,36.67,73,5,185681,562059,0,0,1900,0,0,3.62,6.02,6,6.5,1,1501,983693,197143,224.9918372,2839.155666
161,97,35,101,15.01,3014,10038,6,2465,11457,11457,0,0,1800,0,9657,0,0,1,5,4,5,34.75,69.5,35,70,5,195300,727200,0,0,1900,1980,0,4.65,6.02,6,6.5,1,1501,983663,197121,214.01575,2531.471061
162,97,49,101,15.01,3014,10038,6,2454,4970,4970,0,2485,0,0,2485,0,0,1,2,0,2,33.17,74.92,33,75,5,198000,220950,0,0,1900,0,0,2.03,6.02,6,6.5,1,1501,983511,197112,219.459064,2547.013323
163,97,55,101,15.01,3014,10038,1,2820,15000,0,15000,0,0,0,0,0,0,1,5,2,2,37.75,76.33,37.75,76.33,5,116951,324000,0,59850,1900,2006,0,5.32,6.02,6,6.5,1,1501,983625,197185,226.799164,2757.58058
164,97,144,101,15.01,3014,10038,1,469,1880,0,1880,0,0,0,0,0,0,1,4,1,1,17.37,25.62,18.37,25.6,5,34714,52185,1610,1610,1988,0,0,4.01,6.02,6,6.5,1,1501,983485,197016,95.99673213,559.8709841
165,100,26,101,15.01,1008,10038,3,5964,79422,6000,73422,0,6000,0,0,0,0,1,14,39,43,85,70,83,70,3,1152000,5762250,82395,82395,1901,1988,0,13.32,10,10,10,1,1501,982536,198403,323.4673182,6494.563176
166,101,1,101,15.01,1003,10038,3,11075,111685,11890,99795,0,11890,0,0,0,0,1,11,41,51,95.92,144.75,96,142,3,1530000,12738150,54050,54050,1900,1981,0,10.08,10,10,10,1,1501,982454,198509,453.185812,12198.56413
167,106,5,101,15.01,3002,10038,4,3019,12585,585,12000,585,0,0,0,0,0,1,5,8,9,25,120.5,25,98,5,148403,471957,0,0,1900,0,0,4.17,6.02,6,6.5,1,1501,983856,197503,298.3076133,3280.245052
168,106,17,101,15.01,3002,10038,5,3731,0,0,0,0,0,0,0,0,0,1,9,0,1,43.25,97,43,75,5,2178000,5880150,0,0,2002,0,0,0,6.02,6,6.5,1,1501,983691,197537,276.8766417,3851.284478
169,107,31,101,15.01,3013,10038,5,1737,7774,4667,3107,4667,0,0,0,0,0,1,5,2,5,23.42,72.58,23,71,5,360000,525150,0,0,1930,0,0,4.48,6.02,6,6.5,1,1501,983998,197341,198.5726622,1781.020212
170,107,35,101,15.01,3013,10038,3,2627,15765,0,15765,0,0,0,0,0,0,1,6,5,5,27.33,85.17,27,82,5,287603,685152,0,0,1920,1986,0,6,6.02,6,6.5,1,1501,983919,197303,254.6832951,2789.057567
171,107,40,101,15.01,3013,10038,4,2127,10635,2127,8508,0,2127,0,0,0,0,1,5,4,6,41.33,51.75,41.33,51.75,5,432739,578016,0,0,1900,2007,2009,5,6.02,6,6.5,1,1501,983821,197283,187.0387701,2157.36588
172,107,42,101,15.01,3013,10038,4,5866,25903,5280,20623,0,5280,0,0,0,0,2,6,20,24,43,101,41,52,3,481500,2115450,0,0,1900,1983,0,4.42,6.02,6,6.5,1,1501,983827,197339,377.1107833,6292.748387
173,107,44,101,15.01,3013,10038,4,2196,18450,2000,16450,0,2000,0,0,0,0,1,8,7,8,36.58,59.75,37,58,5,47583,511007,0,0,1900,0,0,8.4,6.02,6,6.5,1,1501,983876,197362,187.9617828,2089.237428
174,107,49,101,15.01,3013,10038,3,1804,14800,1500,13300,0,1500,0,0,0,0,1,8,6,7,24.5,74,25,70,5,250971,764666,2350,2350,1906,0,0,8.2,6.02,6,6.5,1,1501,983978,197418,198.0534106,1828.504134
175,107,50,101,15.01,3013,10038,4,1738,8032,1552,6480,0,1552,0,0,0,0,1,5,4,5,24.58,72.33,25,72,5,464779,554625,0,0,1920,0,2009,4.62,6.02,6,6.5,1,1501,983997,197432,194.9311783,1748.346948
176,117,1,103,27,1005,10038,3,186750,515425,42225,473200,10095,20190,0,0,0,0,3,2,420,465,624.83,350.58,120,125,1,11520000,48058650,3223028,3223028,1960,0,0,2.76,3.44,0,6.5,1,27,984291,198869,1894.210548,183973.8879
177,121,1,101,29,4019,10007,5,50184,1056600,1056600,0,1056600,0,0,0,0,0,1,39,0,0,327.25,182.92,327.25,182.92,3,15615000,67887000,15615000,67887000,1914,2004,0,21.05,10,10,10,1,29,983231,199032,1037.103213,62385.58167
178,123,3,101,21,1008,10007,5,1880,7460,7460,0,3760,0,3700,0,0,0,1,3,0,3,25,75.25,25,75.25,5,182250,513450,0,0,1951,0,0,3.97,10,15,15,1,21,981825,198866,204.4456136,1930.480462
179,124,4,101,21,1007,10007,5,12233,205000,205000,0,195200,9800,0,0,0,0,1,18,0,60,86.5,151.83,87,152,4,1939500,12695400,0,0,1927,1985,2004,16.76,10,10,10,1,21,981969,199101,494.2581997,12914.02017
180,124,8,101,21,1007,10007,4,3872,46000,0,46000,0,0,0,0,0,0,1,21,29,30,25.5,151.83,0,0,4,1310850,1310850,0,0,2013,0,0,11.88,10,10,10,1,21,981902,199144,372.3585029,4037.357529
181,124,9,101,21,1007,10007,5,1917,12000,12000,0,0,5751,0,6249,0,0,1,5,0,1,25.33,76,25.33,76,5,345150,1090350,0,0,1915,0,0,6.26,10,10,10,1,21,981861,199123,214.3337876,2011.731193
182,124,11,101,21,1007,10007,5,5341,26705,26705,0,21705,5000,0,0,0,0,1,5,0,7,37.92,152.33,38,152,4,271800,3286800,0,0,1935,0,0,5,10,10,10,1,21,981827,199182,396.8656929,5552.073903
183,124,24,101,21,1007,10007,5,23773,541195,541195,0,516195,25000,0,0,0,0,1,30,0,36,151.5,162.5,150,162,3,5535000,48222450,0,0,1964,0,0,22.77,10,15,15,1,21,982084,199033,658.6099907,25950.1044
184,126,13,101,21,1006,10007,3,9936,138600,8500,130100,0,8500,0,0,0,0,1,12,114,115,72.3,164.92,72,165,3,1035000,10993950,0,0,1921,0,0,13.95,10,10,10,1,21,981435,199408,499.3938715,11088.97922
185,126,27,101,21,1006,10007,3,21826,620552,82032,538520,33000,24832,24200,0,0,0,1,21,390,395,286.79,165.15,286,165,3,4545000,62868600,0,7735500,1964,2000,0,28.43,10,10,10,1,21,981679,199288,960.7775954,36126.23406
186,128,2,101,21,2006,10007,5,103043,1133548,1133548,0,1059466,9484,0,64598,0,0,1,26,0,10,289,344,236,324,3,17010000,94000000,0,2100000,1983,2002,0,11,10,10,10,1,21,980858,199592,1461.60756,103356.9165
187,132,1,101,21,2004,10007,5,3092,18500,18500,0,16500,2000,0,0,0,0,1,6,0,19,24.33,125.67,24,125,3,235800,2578500,0,0,1900,0,0,5.98,6.02,6,6.5,1,21,981445,199652,317.8519484,3511.197564
188,132,2,101,21,2004,10007,4,2500,12300,4100,8200,0,4100,0,0,0,0,1,6,4,6,25,100,25,97,5,320407,657072,0,0,1920,0,0,4.92,6.02,6,6.5,1,21,981416,199655,268.4043769,2908.693885
189,132,3,101,21,2004,10007,3,2492,22152,2350,19802,0,2350,0,0,0,0,1,10,8,9,24.92,100,25,100,5,544604,1312828,7050,7050,1920,1982,0,8.89,6.02,6,6.5,1,21,981393,199669,266.5097283,2807.298722
190,132,6,101,21,2004,10007,5,2500,10895,10895,0,8020,2375,0,0,0,500,1,5,0,5,25,100,25,93,5,117450,1075050,0,0,1858,1999,0,4.36,6.02,6,6.5,1,21,981328,199708,265.7842888,2768.469164
191,132,22,101,21,2004,10007,6,1875,8560,8560,0,0,0,0,8560,0,0,1,5,5,5,25,75,25,73,5,95400,461250,0,0,1920,0,0,4.57,6.02,6,6.5,1,21,981311,199825,205.1672272,1964.436386
192,132,23,101,21,2004,10007,6,1869,5650,5650,0,0,1500,0,0,0,4150,1,4,3,4,24.92,75,25,72,5,83250,543600,0,0,1920,0,0,3.02,6.02,6,6.5,1,21,981333,199812,206.7255365,2021.191596
193,132,24,101,21,2004,10007,2,1875,6220,0,6220,0,0,0,0,0,0,1,3,3,3,25,75,25,73,5,103653,204431,0,0,1905,1984,0,3.32,6.02,6,6.5,1,21,981354,199799,201.0689461,1799.573882
194,132,26,101,21,2004,10007,4,1819,10117,1800,8317,0,1800,0,0,0,0,1,5.5,2,3,24.25,75,24.25,75,5,96417,208099,0,0,1905,2008,2008,5.56,6.02,6,6.5,1,21,981396,199774,202.7181504,1856.630223
195,133,10,101,21,1005,10007,6,2408,15908,15908,0,0,6462,0,9446,0,0,1,6,0,5,25.08,95.92,26,89,5,216900,1290600,0,0,1920,2005,0,6.61,6.02,6,6.5,1,21,981640,199517,249.2624052,2474.046234
196,134,7,101,21,1004,10007,5,2575,11500,11500,0,9200,2300,0,0,0,0,1,5,0,5,25.58,100,26,100,5,157950,817650,0,0,1920,0,0,4.47,7.52,6,7.5,1,21,981978,199318,265.106708,2882.449053
197,134,20,101,21,1004,10007,3,1900,9510,1700,7810,0,1700,0,0,0,0,1,5,5,6,25.17,75.5,25,76,5,298734,583713,7050,7050,1915,1983,2006,5.01,7.52,6,7.5,1,21,982110,199346,204.6322852,1918.485094
198,134,21,101,21,1004,10007,6,1888,8700,8700,0,0,1740,0,6960,0,0,1,5,3,5,25,75.5,25,76,5,130050,586800,0,0,1920,1985,0,4.61,7.52,6,7.5,1,21,982132,199333,204.8823652,1934.700525
199,135,5,101,21,1002,10007,5,4992,23000,23000,0,14150,4600,0,4250,0,0,1,5,0,7,49.92,100,50,100,5,898650,1652400,0,0,1900,0,0,4.61,7.52,6,7.5,1,21,982197,199468,306.6772002,5147.440173
200,135,9,101,21,1002,10007,4,2450,11300,2260,9040,0,2260,0,0,0,0,1,5,4,5,24.5,100,25,100,5,49493,371200,0,0,1915,1989,2006,4.61,7.52,6,7.5,1,21,982122,199513,255.3742307,2503.795334
201,135,14,101,21,1002,10007,4,6766,32800,6650,26150,0,6650,0,0,0,0,1,5,12,23,25,175.08,25,175,3,1111500,4579650,0,0,1920,1988,0,4.85,7.52,6,7.5,1,21,982035,199596,462.6511947,7290.355555
202,135,16,101,21,1002,10007,4,1875,8313,1877,6436,0,1877,0,0,0,0,1,5,4,6,25,75.08,25,75,5,94105,657072,0,0,1915,1985,0,4.43,7.52,6,7.5,1,21,982083,199642,203.2691566,1861.757635
203,135,18,101,21,1002,10007,4,1890,8342,1500,6842,0,1500,0,0,0,0,1,5,4,6,25.17,75.08,25,75,5,83909,636537,0,0,1915,0,0,4.41,7.52,6,7.5,1,21,982127,199616,206.3404228,1987.019898
204,135,31,101,21,1002,10007,5,5173,29000,29000,0,25000,4000,0,0,0,0,1,5,0,5,49.92,116.67,49.92,116.67,5,792000,2141550,0,0,1936,1920,0,5.61,10,15,15,1,21,982365,199427,343.2276791,5409.881125
205,136,19,101,21,1001,10007,4,1902,8510,1702,6808,0,1702,0,0,0,0,1,5,4,6,25,76.08,25,75,5,75172,451035,0,0,1915,2006,0,4.47,7.52,6,7.5,1,21,981769,199830,205.0578178,1971.78412
206,136,20,101,21,1001,10007,6,1894,10359,6359,4000,0,1725,0,4634,0,0,1,6,5,6,25.08,75.5,25,75,5,138150,608850,0,0,1920,1985,0,5.47,7.52,6,7.5,1,21,981791,199817,204.4227206,1950.37526
207,136,23,101,21,1001,10007,6,1888,9638,9638,0,0,1600,0,8038,0,0,1,6,0,6,25,75.5,25,72,5,173700,566550,0,0,1920,1990,2003,5.1,7.52,6,7.5,1,21,981856,199778,206.0776125,1971.379562
208,136,28,101,21,1001,10007,5,1963,1963,1963,0,0,1963,0,0,0,0,1,1,0,4,26,74.75,25,73,3,301500,873000,0,0,1930,1986,0,1,7.52,6,7.5,1,21,981963,199714,210.0394344,2188.208345
209,137,5,101,21,2001,10007,3,12392,70000,8053,61947,0,8053,0,0,0,0,1,6,29,30,123.92,100,124,96,5,886500,6482700,86520,86520,1915,1986,0,5.65,7.52,6,7.5,1,21,981430,199928,453.6534602,12754.79012
210,137,25,101,21,2001,10007,2,1789,9565,1776,7789,0,1776,0,0,0,0,1,4,4,5,24.08,75.08,24,75,5,175630,536334,4700,4700,1915,0,0,5.35,7.52,6,7.5,1,21,981375,200067,210.0351727,2055.297955
211,137,28,101,21,2001,10007,3,1775,10500,2500,8000,0,2500,0,0,0,0,1,6,5,6,23.67,75,24,75,5,77176,513637,0,0,1920,2008,0,5.92,7.52,6,7.5,1,21,981415,200043,205.5417022,1877.839623
212,137,29,101,21,2001,10007,6,1794,7797,7797,0,0,1673,0,6124,0,0,1,5,4,5,23.58,75,24,72,5,147600,696150,0,0,1920,1986,0,4.35,7.52,6,7.5,1,21,981436,200030,208.1829258,1982.143176
213,137,34,101,21,2001,10007,4,1875,8470,1700,6770,0,1700,0,0,0,0,1,5,4,5,24.92,75,25,64,5,106743,492804,0,0,1920,1980,0,4.52,7.52,6,7.5,1,21,981542,199967,211.6533135,2119.229584
214,140,1,101,21,2000,10007,3,2380,26531,2653,23878,0,2653,0,0,0,0,1,10,10,11,50.83,85.25,51,76,3,675000,2305350,2350,2350,1915,0,0,11.15,7.52,6,7.5,1,21,981637,200062,234.4901537,2551.393837
215,140,4,101,21,2000,10007,6,1905,9125,9125,0,1825,0,0,7300,0,0,1,5,4,5,25,76.17,25,73,5,79650,765000,0,0,1915,0,0,4.79,7.52,6,7.5,1,21,981594,200098,216.8754309,2237.496877
216,141,1,101,39,4010,10013,5,3430,19200,10200,9000,7000,3200,0,0,0,0,1,6,4,17,66.58,71,67,71,3,278100,1281150,0,0,1915,1987,0,5.6,6.02,6,6.5,1,39,981647,200304,259.3088263,3777.881523
217,141,2,101,39,4010,10013,6,2691,6925,2300,4625,0,2300,0,0,0,0,2,3,2,3,49.75,53.83,50,53,5,157950,1000350,0,0,1915,1987,2013,2.57,6.02,6,6.5,1,39,981601,200327,210.375825,2758.854335
218,141,10,101,39,4010,10013,1,1356,7500,0,7500,0,0,0,0,0,0,1,6,1,1,25,54.2,25,54,5,184272,401258,0,0,1999,0,0,5.53,6.02,6,6.5,1,39,981440,200423,162.1767124,1402.204241
219,141,12,101,39,4010,10013,4,1338,5850,4525,1325,2200,2325,0,0,0,0,1,4,0,4,25.17,53.5,25,54,5,117450,760050,0,0,1915,1980,0,4.37,6.02,6,6.5,1,39,981397,200449,160.5726528,1349.443737
220,141,13,101,39,4010,10013,4,1350,6800,0,6800,0,0,0,0,0,0,1,6,1,2,25,53.5,25,54,5,160426,349920,0,0,1920,0,0,5.04,6.02,6,6.5,1,39,981376,200461,162.414723,1386.125625
221,141,16,101,39,4010,10013,6,3782,18345,7488,10857,0,7488,0,0,0,0,1,5,7,8,38.5,100,39,96,5,198000,1334700,0,0,1920,0,0,4.85,6.02,6,6.5,1,39,981352,200505,292.9864957,3969.238275
222,141,18,101,39,4010,10013,1,2104,9072,0,9072,0,0,0,0,0,0,1,5,1,1,21,100,21,100,5,215791,292013,0,0,1915,2005,0,4.31,6.02,6,6.5,1,39,981366,200562,247.3002971,2084.46903
223,141,20,101,39,4010,10013,4,1500,7765,1200,6565,0,1200,0,0,0,0,1,5,4,5,25.33,59.33,25,60,3,664892,689013,0,0,1915,1986,0,5.18,6.02,6,6.5,1,39,981356,200614,181.7661883,1736.329064
224,141,27,101,39,4010,10013,4,2889,10728,2680,8048,0,2680,0,0,0,0,1,4,3,4,25.08,114.75,25,103,5,1153766,1196266,0,0,1910,1986,1998,3.71,6.02,6,6.5,1,39,981533,200483,283.7863862,2921.775976
225,141,28,101,39,4010,10013,5,3181,7830,7830,0,7830,0,0,0,0,0,1,2,0,1,25,127.25,25,127.25,5,247500,896400,0,0,1910,1995,0,2.46,6.02,6,6.5,1,39,981551,200464,311.9392276,3337.441935
226,142,11,101,39,3000,10013,1,1591,3643,0,3643,0,0,0,0,0,0,1,2.75,1,1,25.25,63,25,40,5,57670,99576,0,0,1940,2008,0,2.29,10,10,10,1,39,981276,201101,173.0802772,1557.94328
227,142,13,101,39,3000,10013,1,998,2660,0,2660,0,0,0,0,0,0,1,2,1,1,19.5,51.17,19.5,33,5,40367,80179,1610,1610,1960,0,0,2.67,10,10,10,1,39,981229,201113,141.2270323,1027.241096
228,142,17,101,39,3000,10013,1,1478,2660,0,2660,0,0,0,0,0,0,1,2,1,1,19.75,74.83,19.75,36,5,35531,82944,35531,44912,1960,0,0,1.8,10,10,10,1,39,981197,201079,207.7920216,1838.172866
229,142,18,101,39,3000,10013,1,1480,3080,0,3080,0,0,0,0,0,0,1,2,1,1,20,74,20,44,5,28152,102372,0,0,1899,2008,0,2.08,10,10,10,1,39,981193,201058,199.8566374,1619.497391
230,143,4,101,39,4008,10013,3,10053,103750,6000,97750,0,6000,0,0,0,0,1,10,45,46,102.83,99,102,100,3,1926000,11997000,18800,18800,1900,1983,0,10.32,6.02,6,6.5,1,39,981669,200770,421.3891547,11091.7694
231,143,9,101,39,4007,10013,3,4513,24500,4000,20500,0,4000,0,0,0,0,1,6,6,11,51,90,51,87,5,450000,1979100,2350,2350,1925,1987,0,5.43,6.02,6,6.5,1,39,981529,200706,288.9552336,4790.105874
232,143,13,101,39,4007,10013,4,1020,5950,1950,4000,950,0,0,0,0,1000,1,5,3,4,20.08,50.75,20,50,5,176501,289003,0,0,1920,2008,0,5.83,6.02,6,6.5,1,39,981441,200701,143.376682,969.9450601
